day,pressure,maxtemp,temparature,mintemp,dewpoint,humidity,cloud,sunshine,winddirection,windspeed,rainfall
16,1020.9,18.6,17.2,15.4,12.7,75,19,3.9,30,42,0
17,1021.5,12.5,8.5,4.7,2,75,69,4.3,20,19.8,0
18,1023.9,19.5,16.4,15.4,9.8,72,11,10.2,20,28.6,0
19,1024.1,19.8,16.6,14.4,7.2,62,29,10.2,60,24.9,0
20,1021.6,20.3,16.1,14.3,13.2,76,19,10.2,10,55.5,0
21,1022.3,18,16.5,14.6,15.5,86,91,1,50,14.8,1
22,1023.9,20.3,17.3,16.4,14.7,74,43,10.2,30,14.1,0
23,1024.7,22.4,17.7,15.4,10.1,49,19,10.2,60,40,0
24,1014.6,23.8,19.4,17.2,16.8,63,81,2.4,10,39.5,0
25,1013.4,20.9,19,17.1,19.3,96,100,0,50,16.7,1
26,1014.8,25.3,21.7,18.4,18,86,80,3.4,40,14.7,1
27,1020.6,24.8,19.1,17.2,16.6,75,57,5.3,70,33.5,1
28,1013.6,22.7,21.9,19.1,19.2,90,88,1,40,25.1,1
29,1020.4,15.5,15.4,14.1,12,93,88,1.4,70,24.4,1
30,1021.4,14.5,12.9,10.5,4.3,70,19,2.3,20,21.3,0
31,1017.5,22.7,21.5,20.1,20.8,93,88,0,20,35.8,1
32,1023.6,15.1,13.7,11.5,11.8,89,95,0,40,18.2,1
33,1020.4,17.2,16.2,15.6,11,69,46,9.5,20,24.4,0
34,1025.6,20.3,18.1,17.9,16,76,83,0.4,50,26.1,1
35,1017.8,20.6,18.7,17.1,16.7,79,84,1.2,40,21.9,1
36,1022.7,15.4,13.3,11.4,9.7,79,88,0,20,25.2,1
37,1026.5,15,13.6,11.2,6.4,69,88,0.2,20,32.2,1
38,1020.6,21.2,18.2,17.3,14.6,79,83,2.2,20,17.3,1
39,1017.1,22.3,20.7,17.2,18,82,87,1,50,24.9,1
40,1025.4,19.7,17.7,15.8,13.3,75,78,3.3,40,16,0
41,1018.9,21.6,18,17.6,15.9,78,82,0,50,12.7,1
42,1014.2,20.7,17.3,16.5,14.4,78,88,0.6,30,25.1,1
43,1015.1,25.5,21.6,20.6,19.4,78,68,9.8,80,14.8,0
44,1024.3,21.1,17.8,15.3,9.4,76,59,10.4,30,25.5,0
45,1018.6,20.8,18.8,18.3,17.3,78,55,6.9,50,8.6,1
46,1017.9,20.6,18.5,16.9,15,85,91,0.1,70,33,1
47,1018.6,17,16.6,15.3,14.5,93,91,0.9,20,20.5,1
48,1016.3,17.4,15.3,14.8,14.4,95,91,0,40,29.8,1
49,1019.9,17.5,16.5,15.5,15.6,95,91,0,60,34,1
50,1024.4,17.3,15.5,13.7,13.7,78,88,1,20,10.2,1
51,1015.2,17.1,16.6,15.9,15.9,95,100,0,50,21.8,1
52,1018.4,18.4,17.5,15,16.5,93,96,0,60,38,1
53,1019.4,23.6,20.4,18.9,9.9,79,48,10.3,20,23.9,0
54,1016.6,25.8,21.6,16.6,15.1,90,85,0.6,60,24.8,1
55,1020.4,17.1,15.5,14.8,8.2,79,79,0.2,20,23.3,0
56,1023.4,15.2,13.3,11.4,8.4,77,91,0.8,40,28.6,1
57,1012.2,21.3,18.9,18.8,18.6,92,96,0,50,11.1,1
58,1012,17.6,17.5,16.5,15.5,97,88,0.2,70,15.7,1
59,1012,18,17.3,16.3,16.1,76,86,3.7,20,31.7,1
60,1014.8,21.4,20.5,19.5,15.5,76,78,6.2,60,25.2,0
61,1013.4,24,21.8,19.6,19.8,79,76,0,40,11.2,1
62,1012.2,21.3,20.6,19,19,90,84,0,40,9.4,1
63,1018.4,21.3,19.1,17.2,18.9,98,100,0,50,8.1,1
64,1015.2,19.3,18.7,17.4,17.3,93,88,2.4,80,17.3,1
65,1021.8,21.9,19.2,17.4,15.7,82,82,3.1,50,21.4,1
66,1017.5,23,20.8,19.8,16.4,75,83,0,40,22.6,1
67,1020.6,18.8,19.9,17.1,16,79,95,0,30,19.3,1
68,1020.3,21.2,20.8,19.1,16.4,78,88,0,20,25,1
69,1012.7,23.5,21.5,19.8,18.8,91,88,0,50,23.9,1
70,1020.6,21.2,19.3,17.2,16.9,91,74,1.6,50,20.5,1
71,1017.1,18.6,17.7,16.9,15,79,91,0,70,38,1
72,1016,24.4,22.1,19.8,17.6,87,74,2.3,20,10.2,1
73,1019.4,21.3,20.7,20.9,18.3,81,88,0,30,12.1,1
74,1013.2,25.2,23.2,21,9.2,59,70,6.7,40,18,0
75,1013.1,25.9,23.1,21,21.4,93,88,1.8,40,17.2,0
76,1017.4,23.9,21.2,19,16.9,76,70,3.9,40,15.3,0
77,1019.3,27.8,23.1,21.3,21.9,87,95,0.6,80,25.5,1
78,1018,27.7,25.3,22.8,22.3,85,89,0.1,30,17.3,1
79,1013,26.7,23.2,21.1,23.2,90,88,0.1,30,15.3,1
80,1011.4,17.1,16.8,15.6,16.5,94,95,0,50,29.7,1
81,1011.6,22.4,21.1,20.1,19.6,98,97,0.5,80,12.5,1
82,1010.3,17.6,16.6,15.6,13.4,92,96,0,50,41.4,1
83,1008.2,25.9,22,21.5,20.6,88,84,3.2,20,24.2,1
84,1013.5,26,24.5,21,22.7,89,88,0.6,50,20.8,1
85,1010.3,26.9,24.9,23,22.3,88,89,0.4,70,11.3,1
86,1013.3,27.7,25.3,23.6,22.3,84,90,1.1,60,6.6,1
87,1011.3,22.8,20.6,19.9,18.6,79,81,0,70,23.5,1
88,1009.9,23.2,21.1,20.1,21.9,92,93,0,190,15,1
89,1012.5,26.2,24.9,24,22.1,98,88,0.1,70,25.2,1
90,1013.2,26.3,24.3,23.9,22.4,94,83,5,70,20.4,1
91,1012,28.2,25.3,23.7,23.2,89,90,2.5,40,8.1,1
92,1009.5,25.1,23.3,21.3,21.4,94,88,0.3,240,19.8,1
93,1013.9,24.8,23.7,21.8,21.2,90,82,3.3,220,12,1
94,1011.4,22.3,21.1,20.6,19.9,97,88,0.1,50,24.9,1
95,1006.8,27.8,25.3,24,24.3,92,89,2.4,40,21.9,1
96,1007.8,28.2,26.6,25.8,24.2,87,84,1.8,80,30.6,1
97,1016.3,28.6,26.4,25,23.9,94,88,0.4,80,18,1
98,1012.4,27,26.1,25.9,24.3,86,84,2.2,40,13.8,1
99,1017,28.2,26.6,25.8,23.7,79,82,4.8,100,30.6,1
100,1010.1,27.6,25.5,24.7,22.9,80,87,1.4,50,30.2,1
101,1012.2,26.6,24.9,22,22.1,84,88,1,80,9.1,1
102,1011.1,23.9,22.8,20.1,20.4,87,91,0,80,16,1
103,1012,30.5,26.8,24.8,23.1,84,88,2.4,60,28.8,1
104,1013,29.8,26.6,24.9,23.7,86,88,0.6,70,9.8,1
105,1016,28.4,26.8,24.8,25,87,88,1.5,70,26.4,1
106,1013.3,27.8,25.9,24.4,24.7,92,85,0.2,190,12.6,1
107,1008.3,30.8,28.1,25.4,24.1,84,85,3.1,180,15.9,1
108,1014.5,30.9,27.3,25.5,24.3,82,83,4.7,270,16,1
109,1011.1,31,28.1,26.7,23.7,87,82,2.7,30,14,1
110,1011.4,24.9,22.2,20.8,20.6,91,84,2.2,40,18,1
111,1013.3,26.9,24.6,23.3,19.9,82,81,5.7,70,20.4,1
112,1013.3,26.5,24.9,23.1,22.1,87,85,2.5,60,11.9,1
113,1011.4,29.8,26.9,25.6,23.8,89,75,8.8,50,9.2,1
114,1012.5,26.3,24.8,23.6,21.1,89,84,1.2,80,23.4,1
115,1011.4,29.1,26.8,25.4,23.2,83,81,1.8,190,15.1,1
116,1011.3,29.1,26.1,24.1,23.1,75,66,5.7,20,13.6,1
117,1008.1,30.8,27.8,26.5,24.7,82,86,1.2,210,31.2,1
118,1011.1,28.9,24.8,23.7,22,86,85,3.6,80,14.8,1
119,1010.4,31,28.1,26.4,23.4,89,71,6.7,200,13.9,0
120,1013.4,27.6,24.8,22.8,22.5,93,85,3.9,20,9.2,0
121,1007.6,28.7,26.2,24.3,24.2,87,78,8.4,220,15.8,1
122,1006.7,29.1,26.8,24.8,24.2,93,88,0.4,20,23.9,1
123,1009.5,30.3,27,24.4,23.8,77,75,8.7,100,7.9,1
124,1007.9,30.7,28.1,26.2,24.1,81,73,6.3,230,16.1,0
125,1007.6,30.4,26.3,23.2,23.3,89,66,7.7,75,8.5,1
126,1006.6,30.6,27.9,23.7,25.1,77,69,7.6,220,9.1,1
127,1006.7,29.6,28.4,26.7,25.5,93,85,0.2,130,24.8,1
128,1005.9,28.5,27.7,26,24.3,87,89,1.2,50,29.8,1
129,1008.9,31,29,26.7,25.6,80,69,6.4,230,11.2,1
130,1006.9,31.2,28.2,26.6,25.7,74,81,4.4,230,18.1,1
131,1007.5,32,29.9,27.7,24.3,91,85,6.2,220,25,1
132,1006,31.7,28.2,26.4,25.4,84,87,3.4,210,12.4,1
133,1009.5,33,30.1,27.1,25.9,75,69,10,220,19.6,0
134,1008.7,32.4,29.4,27.6,26.4,81,88,1,220,16.5,1
135,1007.9,33.4,29.1,24.3,25.8,88,82,2.2,230,20.5,1
136,1008.8,33,30.1,28.3,26,82,85,3.7,220,13,1
137,1005.9,31.8,28.5,26.4,26.1,83,88,2,220,25.1,1
138,1008.1,32.8,30.3,28.7,25.3,79,78,9.3,230,11.3,1
139,1008.5,31.7,28.9,26.9,25.3,84,88,1.6,220,24.5,1
140,1007.9,33.2,30.1,28.1,20.9,78,29,11.1,150,9.2,0
141,1006.3,32.8,29,27.7,26.3,89,88,0.7,240,28.4,1
142,1008.1,33.3,30.3,28.7,24.3,75,32,11.9,220,15.8,0
143,1006.6,33.3,30,28,25,72,39,10.5,230,9.4,0
144,1005.6,32.9,30.3,28.1,24.5,86,89,6.5,120,15.7,1
145,1007.5,32.2,29.7,27.5,25.7,81,83,6.3,220,4.5,1
146,1008.8,33.2,30,29.8,25.5,80,33,11.8,230,14.6,0
147,1005.3,33.3,30.3,28.7,24.8,76,54,10.5,230,10.2,0
148,1008.5,33,30.2,28.4,24.7,78,38,10.4,120,9.9,0
149,1010.5,33.7,30.3,28.6,25.8,75,32,9.3,240,14,0
150,1006.7,34.1,30.1,26.8,25.2,81,80,3.9,200,24.4,1
151,1008.6,33.4,30.4,28,24.7,72,20,10.1,230,11.8,0
152,1007.9,33.8,30.6,27,24.9,75,44,10,220,24.5,0
153,1005.6,33.4,30.4,27,23.4,75,38,10.6,10,15.4,0
154,1008.4,34.4,30.6,28.6,25.8,77,58,9.3,220,9.2,0
155,1009.9,35.1,30.7,28,25.4,81,60,8.3,200,14.5,1
156,1008.9,34.8,31.4,27.4,20.6,78,43,8.3,220,19.7,0
157,1008.8,32.9,30.9,28.2,23.9,78,72,4.1,180,30.2,1
158,1007.2,33.3,30.9,28.6,25.3,79,78,2.7,110,9.2,1
159,1006.2,34.8,30.6,27.4,24.9,82,80,4.9,70,28.7,1
160,1008.8,30.9,28.6,26.9,26.7,85,88,0.2,230,13.6,1
161,1007.8,35.1,31,27.1,26.5,86,84,3.8,220,29.8,1
162,1008.8,35.1,31.1,28.8,26.1,75,46,10.4,170,15.7,1
163,1006.9,33.3,30.3,28.1,25.4,74,47,5,230,9.6,0
164,1008.1,34.4,30,27.1,25.7,79,72,10.6,190,27.3,0
165,1007.8,32.3,29,26.9,25.4,78,38,11,220,20.2,0
166,1008.3,31,30.6,28.1,25.9,79,79,3.7,220,12.8,1
167,1010.3,31.3,28.6,26.4,25.3,93,84,1.8,220,14.8,1
168,1006.2,31.7,27.3,26.2,25.9,81,79,6.2,240,24.4,1
169,1008.1,33.1,29.6,27.4,25.6,88,83,5.9,200,11.1,1
170,1008.5,32,28.6,26.3,25.4,79,78,8.5,230,23.3,1
171,1006.4,32,28.2,26.5,25.9,84,82,3.1,220,14.6,1
172,1006.3,32.8,29.4,27.5,26.4,82,83,2,190,20.7,0
173,1004.5,31.4,28,24.7,25.2,74,88,0.1,90,14.8,1
174,1008.9,32.8,30,28.1,25,75,85,7.8,220,22.8,1
175,1008.7,31.6,28.2,26.8,26.6,89,82,2.4,240,25.9,1
176,1005.4,31.1,28.4,28.8,25.5,84,86,6.8,220,16.7,1
177,1008.4,32.4,29.5,27.3,25.8,87,84,3.7,230,18.8,1
178,1008.4,33,30.1,28,25.2,86,88,7.7,200,16.5,1
179,1008.4,30.3,28.6,26.9,25.9,88,84,0.2,230,12.8,1
180,1008.9,31,29,28.4,25.2,78,78,6.9,230,26.5,1
181,1005.7,31,29.1,26.3,26.3,84,78,5.4,230,13.3,1
182,1010.5,31.6,29,25.3,26.1,79,80,2.3,130,11.3,1
183,1008.4,33.7,30,27.8,25,78,38,11.4,180,13.9,0
184,1008.1,32.4,30.1,28,25.9,77,38,11.8,240,15.2,0
185,1008.5,33.3,30.6,28.1,25.9,81,58,6,220,16.5,1
186,1007.8,33.3,30.1,28.6,25.9,75,44,10.6,180,10.9,0
187,1003.8,31.2,28.7,26.9,24.8,86,83,3.1,210,12.3,1
188,1008.5,30.2,28.7,26.2,26.4,84,87,4.3,220,9.1,1
189,1006.4,32.3,29.9,28.2,25.2,84,72,10.7,220,17.3,1
190,1009.6,30.7,29,27.7,25.3,82,79,0.3,70,24.4,1
191,1005.9,32.9,29.2,28.2,26.2,75,47,9.1,240,13.8,1
192,1008.6,32.3,29.5,26,24.6,79,78,9.1,50,12.5,0
193,1005.8,32.2,29.4,26.4,25.3,81,59,7.2,30,23.7,0
194,1011.5,32.8,30.1,28,25.9,77,38,12.1,230,15.3,0
195,1006.6,33.1,30.3,28.2,25.8,78,69,11.2,230,8,0
196,1008.3,33.7,30.3,28,24.3,74,38,10.5,220,15.5,1
197,1008.5,34.4,30.1,27.8,24.3,74,28,10.1,220,9.2,0
198,1008.4,32.1,30.6,28,24.3,80,65,9.9,210,17.2,0
199,1008,33.2,30.6,26.4,26.2,81,78,5.1,290,15.7,1
200,1002.2,33.2,30.2,27.4,24.7,72,29,10.2,20,7.9,0
201,1008.2,33.2,30,28.8,25.3,77,53,11,170,4.5,0
202,1000.1,31.1,28.7,27.2,24.5,82,88,2.2,240,5.5,1
203,1011.5,31.4,28.7,26.9,25.3,82,88,1.6,200,22,1
204,1007.6,31.7,28.1,26.6,24.5,83,78,2.3,180,23.5,1
205,1011.4,31,28.1,26.9,26.3,76,69,8.8,20,9.1,1
206,1002.2,30.5,27.9,25.2,24.3,82,75,5.6,180,13.9,1
207,1009.2,31,28.9,26.4,25.4,89,86,1.3,80,11.7,1
208,1006.1,33.5,30.6,28.1,25.4,77,57,10.6,230,26.1,1
209,1006.7,33.3,30.2,28,24.3,77,32,10.9,290,25,0
210,1000.3,33.5,30.4,28.3,24.1,71,48,10,10,15.3,1
211,1004.3,35.4,31.4,28.4,24.8,62,38,11.2,110,22.4,0
212,1010.3,31.1,28.9,26.7,26,86,83,6.4,150,26.4,1
213,1006.6,33.3,30.8,28.6,24.7,72,29,10.6,290,20.2,0
214,1005.5,29.2,27.5,25.6,24.9,74,87,0.6,20,11.9,0
215,999,35.1,31,28.6,26.4,75,57,9.4,280,11.3,1
216,1008.4,31.2,28.1,26.8,25.4,81,88,0.3,50,21.9,1
217,1005.6,30.5,27.6,26.9,23.7,73,60,8.6,220,13.8,0
218,1008.3,32.8,29.2,26.8,24,80,85,5.3,220,13.9,1
219,1007.1,32.4,29.2,26.4,26,74,43,7.7,190,11.8,0
220,1006.4,31.3,28.8,27.3,26.4,87,84,1.2,220,13.9,1
221,1007.9,33.8,30.7,28,24.8,81,82,4.6,70,17.3,1
222,1008.4,31.1,29,26.4,24.3,74,46,5.7,110,21.5,1
223,1008.4,31,28.7,26.5,25.3,81,83,3.9,240,12.6,0
224,1008.5,31.1,28.1,26.4,25.5,78,80,7.9,300,18.4,1
225,1010.8,28.9,26.3,25.4,23.9,79,55,10.2,110,18.8,0
226,1008.1,29.6,26.9,24.8,25.8,78,88,6.9,60,17.3,1
227,1010.9,29.6,26.4,24.5,23.6,82,58,4.8,100,17.3,1
228,1012.3,28.6,26.8,24.8,23.8,72,48,10.9,20,12.8,0
229,1012.2,31.9,28,26.7,25.3,81,77,4.6,40,22.5,1
230,1011.5,29.5,26.9,25,23.8,75,43,7.7,100,22.6,0
231,1011.7,32.3,29.9,27.2,23.2,73,43,9.5,70,25,0
232,1011.4,31.2,28.9,26.4,23.1,70,47,7.7,10,17.2,0
233,1012.5,28.7,26.5,24.8,23.2,71,45,10.2,70,25,0
234,1005.7,28.9,26,24.8,23,73,44,9.8,20,20.5,0
235,1005,33,30,28.1,25,77,43,9.4,220,29,0
236,1008.4,33.3,30.1,27,22.5,84,48,7.9,60,17.2,0
237,1013.1,30.3,26.7,24.8,22.3,73,46,10.2,70,9.1,0
238,1008.9,31.6,29.2,26.9,25.8,82,82,6.7,200,30,1
239,1010.3,32.9,28.6,26.9,24.6,79,51,11,60,11.9,0
240,1014.4,30.9,27.2,25.2,25.3,86,81,1.6,220,37.7,1
241,1009.5,31.2,29.4,26.8,21.8,75,72,7.3,80,13.1,1
242,1014.2,28.5,27.2,24.8,25.5,89,86,2.4,200,13,1
243,1012.5,31.2,28.1,26.8,23.2,78,58,5.9,50,14,1
244,1010.5,30.4,28.5,26.4,23.3,78,45,10.2,190,24.8,0
245,1008.4,31.3,28.1,26.8,24.8,75,78,7.7,210,30.2,1
246,1012.5,31.1,28.8,26.5,24,79,77,6.4,220,17.3,1
247,1015,31.2,28.8,27.8,25.1,87,69,9.5,220,21.3,1
248,1008.2,32.3,29.7,27.3,24.2,74,83,5.4,230,39.5,1
249,1006,32.2,29.4,27.4,24.7,82,85,3.5,220,25.9,1
250,1008.5,31.8,28.1,26.9,25.6,86,83,2.1,220,33.2,1
251,1012.5,31.2,28.2,25.8,20.6,70,44,9.3,60,33.4,0
252,1008.9,32.4,28.8,27.9,25.4,81,69,5.7,230,18.2,1
253,1008,32.2,29.7,26.6,24.3,80,78,5,10,15.9,1
254,1009.9,31,28.7,27,23.2,85,78,6.3,70,8,1
255,1012.5,30.8,27.8,26.5,23.2,76,45,7.6,20,9.8,1
256,1010.2,32.3,29,26.6,25.4,82,69,4.7,220,21.3,1
257,1007.9,28.1,26.8,24.3,23.1,85,85,2.5,130,30.6,1
258,1015.2,30.7,27.9,25.8,24.3,81,67,5.9,180,8.9,1
259,1010.4,28.2,26.3,24.6,21.9,74,49,9.5,20,13.4,0
260,1007.6,29.9,27,26.5,25.6,92,88,0.5,200,8,1
261,1009.1,28.2,27.5,25.4,25.4,89,88,0.2,280,20.3,1
262,1008.1,31,28.7,27,25,81,78,6.4,230,23.5,1
263,1005.7,28.2,25.5,23.4,20.6,84,89,2,20,23.4,1
264,1016,31.4,28.1,26.1,23.8,76,53,9.1,90,14,0
265,1017.1,31,26.8,25.4,25.4,87,88,1.6,40,21.3,1
266,1017,30.3,27.9,26.2,23.8,81,66,5.9,70,8.3,1
267,1018.7,29.1,27.9,25.8,23.1,86,82,6.3,50,11.9,1
268,1013,28.8,25.5,23.7,19.3,90,81,3.4,80,40.8,1
269,1018,26.2,25.2,24.9,23.6,89,84,0.6,220,12.5,1
270,1017.4,26.8,24.5,24.4,22.1,94,88,1.2,230,40.4,1
271,1018.7,29.3,25.4,24.7,24.8,94,88,0.1,180,15.2,0
272,1018.9,26.1,24.8,23.5,19.9,70,64,6.4,70,50.7,0
273,1008.9,27.2,25.5,24.8,22,79,28,10.3,220,26.7,0
274,1017.7,26.6,25.5,23.6,19.4,95,95,0,70,28.4,1
275,1015.9,28.4,26.2,25.9,24.8,78,85,6.6,80,9.6,1
276,1016.9,24.8,22.9,20.6,22.2,92,88,0,70,50.6,1
277,1010.3,25.2,23.7,22.3,21.7,82,61,6.6,50,14.1,0
278,1018.8,26.8,24,23.9,22.7,90,82,2.2,70,21.8,1
279,1012.5,27.8,25.8,23.4,20.6,76,47,7.6,30,9,0
280,1019,25.8,22.6,20.5,20.4,79,73,0.7,70,11.3,0
281,1015.9,28.7,25.7,20.6,19.9,65,51,9.4,70,20.9,1
282,1018.9,26,24.8,23.7,22.4,75,46,5.5,80,20.5,0
283,1018.4,27.8,25.3,24.2,23.2,70,81,2,80,10.2,1
284,1019.1,25.7,24.7,24.5,22.3,80,88,0.3,70,20.2,1
285,1017.1,27.7,25.5,24,21.4,75,78,7.6,70,17.3,1
286,1019.8,28.9,23.7,21,19,79,79,3.2,100,11,1
287,1014.2,29.4,26.2,23.1,21.4,75,49,6.6,10,15,0
288,1014.8,28.6,26.6,24.8,21.2,81,81,1.7,110,27.6,1
289,1017.8,27.8,25.8,24.3,22.3,68,56,9.9,40,9.6,1
290,1018.8,28.8,24.5,22.2,19.9,70,48,7.7,20,14.5,0
291,1012.2,28.9,23.8,20.2,21.4,85,84,0.7,40,40.4,1
292,1011.6,25.9,24.7,22.4,22.7,62,84,7.5,70,21.5,1
293,1016.8,25.9,23.7,23.3,21.4,84,70,9.2,80,25,0
294,1013,26.2,24.8,23.7,21.3,81,88,1,70,41.3,1
295,1014.6,28.6,25.5,23.8,21.3,85,85,2.2,70,19.8,1
296,1018.5,26.9,24.4,23.2,21.6,81,86,1.2,80,20.5,1
297,1016.8,28.6,25.4,24.3,23.2,87,82,1.4,30,14.5,1
298,1018.5,26.9,24.2,20.8,20.6,89,82,3.5,40,17.3,1
299,1014.5,25.4,23.1,21,19,87,82,2,50,16.1,0
300,1014.5,28.2,25.2,23.5,21.4,88,84,1.8,40,22,1
301,1014.3,26.1,24.4,22,16.8,87,80,4.8,20,28,1
302,1016.9,27.5,25.6,24.1,23.1,86,67,5.7,80,12.5,1
303,1014.9,27.2,25.5,24.9,22.4,71,88,1.1,70,22.9,1
304,1015.3,26,24.9,23.1,23.2,90,83,3.5,80,24.9,1
305,1017.7,27,25.6,24,23.2,86,79,1.2,20,15.3,1
306,1016.9,27.5,24.5,23.5,22.4,82,88,4.5,50,24.9,1
307,1014.6,25.2,24.8,23.9,21.2,84,70,2.1,80,33.5,1
3,1015.2,25,23.9,23.6,19.9,76,61,8.8,90,14.1,0
309,1017,27.7,24,22.6,19.6,91,78,3.3,25,16.4,1
310,1018.4,26.4,24.4,23.3,23.3,86,66,9.7,60,8.3,1
311,1020.2,20.6,19.5,18.2,16.8,86,88,0.1,60,43.8,1
312,1020.3,21.3,19.3,17.2,14.9,75,88,1.6,50,25,1
313,1022.3,21.8,18.4,17.4,15.7,88,88,3,70,16.7,1
314,1018.8,22.3,20.8,19.1,18.5,90,81,0,40,15.8,1
315,1020.6,21.6,19.1,18.1,17.8,77,83,0.4,80,16.7,1
316,1020.8,21,18.4,16.9,14.4,75,51,8.8,40,14.5,0
317,1018.6,21.2,19.3,17.2,16.5,92,84,0.1,20,35.8,1
318,1019.8,21.9,19.8,18.2,14.7,70,49,7.5,20,23.5,0
319,1020.9,20.5,18.8,17.5,15,89,88,0,20,25,1
320,1016.4,18.7,17.5,16.2,13.2,76,78,1.4,10,23.4,1
321,1020.8,18.9,17.3,16.4,13.3,78,86,2.2,70,39.7,0
322,1016.8,19.3,21.6,19.4,15.8,70,83,0,50,33.2,1
323,1019.4,19.4,17.5,16.9,16.8,87,86,0.5,70,25.9,1
324,1018.9,25.1,21.8,20.6,19.9,92,84,1.3,30,19.8,1
325,1022.2,22.1,19.2,18,16,90,95,0.6,60,28.4,1
326,1020.6,20.5,17.5,16.3,12.6,72,49,7.9,20,38,0
327,1022.2,20.6,18.7,16.9,14.9,78,90,0,60,36,1
328,1018,23.3,20.8,18.4,17.8,81,84,1.6,40,13,1
329,1022.2,18.6,17.3,15.9,12.9,78,89,0,20,19,1
330,1017.5,18.9,18.4,17.4,16,95,91,0,30,48,1
331,1025.6,18.9,13.5,11.7,0.2,76,90,1.1,20,28,1
332,1024.2,17.2,15,13.7,17.2,79,83,1.5,20,27.4,1
333,1016.5,17.8,16.8,14.8,15.9,87,94,0,20,21.5,1
334,1018.9,17.4,15.5,14.5,11.9,90,88,0,40,37.5,1
335,1022.8,16.7,14.6,12.4,11,70,46,8.3,20,19,0
336,1024.9,17.3,15.2,11.8,10.6,54,58,8.5,50,19.3,0
337,1020.6,18.6,16.1,12.9,12.9,92,86,0.6,30,31.2,1
338,1016.8,19.9,18.1,17.1,18.4,95,95,0,60,38,1
339,1019.9,18,17.5,15.9,15,90,90,0,40,39.7,1
340,1022.7,17.4,15.2,13.3,9.6,75,45,8.4,20,9.8,0
341,1017,20.5,18.5,17.8,15.6,90,93,0.3,20,16.3,1
342,1023.8,16.8,14.8,13.5,8,62,94,0,20,29,1
343,1022.8,15.5,14.6,13.3,12.7,77,88,0,70,27.3,1
344,1017.2,21.4,19.4,17.1,18,86,80,6.4,40,14.5,1
345,1020.8,18.6,17.3,16.1,13.3,75,88,0.6,70,26.9,1
346,1017.7,24.5,21.8,20.5,19.9,84,88,0,80,19.2,1
347,1020.3,22.2,20.6,19.6,16.2,72,77,1.4,70,28.4,1
348,1017.9,20.6,18.8,19.1,17.8,85,91,0.3,40,13,1
349,1022.7,16.2,15.2,13.7,14.3,92,88,0,60,37.5,1
350,1020.8,22.8,20.7,17.2,11.6,67,46,7.2,30,28.3,0
351,1018.4,23.1,21.4,19.4,19.4,90,89,1.9,50,16.3,1
352,1023.8,21.5,20.4,19.4,17.9,72,69,2.4,20,14.8,1
353,1019.1,21.4,18.5,17.3,16.9,82,82,2.7,80,27.4,1
354,1018,20.1,19.1,18.4,16.7,95,88,0,20,35.8,1
355,1020.6,24.4,22.2,20.6,19.4,74,82,6.3,70,38.3,1
356,1017.5,20.6,18.3,17.1,15.1,89,88,0,20,35.3,1
357,1019.7,23,19.9,17.2,16.8,79,89,2.9,20,15.1,1
358,1016.8,20.9,20,19.2,16.8,85,83,0.6,70,27.3,1
359,1025.9,17.5,18,16.5,13.3,79,89,0.5,20,23.4,1
360,1019.5,17.7,16,16.5,16.5,93,97,0,50,21.4,1
361,1014.6,21,20.8,19.9,19.9,95,88,0,40,18,1
362,1013.4,21.1,20,19.8,19.6,95,88,0,70,34.3,1
363,1014.6,20.4,18.1,16.9,17.8,95,91,0,50,30.3,1
364,1017.5,23.7,16.3,15.3,13.9,86,90,1.1,50,39.7,1
365,1017,22.1,20.8,19.6,18,91,88,0,40,46.3,1
1,1017.8,16.9,15.9,14.6,15,90,100,0,40,24.2,1
2,1016.7,18.2,16.3,15.4,14.7,90,100,0,40,23.3,1
3,1016.4,16.7,15.6,14.7,11.4,79,91,0,60,55.5,1
4,1014.3,15.6,13.8,10,7.8,78,77,3.5,20,41.3,0
5,1022.1,15.9,13.1,12.2,10.3,74,81,2.1,50,28.2,1
6,1020.6,17.6,13.2,11.2,6.8,59,25,2.4,20,33.5,0
7,1022.2,14.8,12.5,4,10.4,84,88,0,20,30,1
8,1020.3,17.6,15.7,14.5,13.5,81,100,0,20,32.4,1
9,1017.7,17.4,16.6,15.9,15,95,100,0,60,39.3,1
10,1022.3,15.2,15.8,13.5,11.1,78,94,0,60,37,1
11,1021.1,15.5,14.1,11.8,8.6,61,95,0,40,24.9,1
12,1024.9,20.2,16.7,14.6,11.7,70,38,9.1,20,50.6,0
13,1024.7,14.6,12.9,12.6,11.3,79,91,0,10,52.8,1
14,1020.5,18,16.6,15.3,13.6,79,88,0,20,28.6,1
15,1027.2,20.6,17.7,14.2,11.8,75,51,7.4,50,15.2,0
16,1023.8,18.1,13.7,11.6,4.3,72,20,10.1,70,14.8,0
17,1025.9,10.9,8.6,7,1,73,67,2.5,50,30.3,0
18,1023.7,15.8,10.1,7.7,4,72,7,9.1,20,9.2,0
19,1020.6,17.1,15.2,13.5,11.2,78,11,9.8,60,34,0
20,1021.3,19.6,17.6,15.7,12.6,64,73,5.2,60,20.2,0
21,1017.6,17.3,16.1,14.7,13,93,95,0,20,35.8,1
22,1027.9,21.6,18.5,16.3,13.7,77,93,0.6,20,15.1,0
23,1013.4,16.5,14.8,13.7,12.9,92,100,0,50,20,1
